cpu_usage,memory_usage,disk_usage,network_sent_mb,network_received_mb,process_count,temperature,risk_level
63.12602499862605,70.02347027128127,33.809376973214995,272.38457926328954,491.4825448824643,253,63.92452381720041,Warning
18.251916761943974,49.18566910597763,22.224561937414563,832.0620967541507,479.7538849379506,290,44.125664223237756,Warning
32.75374161084572,95.7808102954724,90.92572341967185,83.72413310890991,489.7414914948774,164,56.88420343642155,Warning
39.804375112900715,74.73206805182487,20.64140424833354,773.1386728852775,1009.4462596677236,259,83.96650655656671,Warning
48.32664850061841,93.7148682576295,77.41440725829266,99.93690656861953,796.2118921356243,271,45.943887174888346,Critical
79.59171633233629,57.48291759449491,31.86753517972229,881.1892368943089,578.1362671299664,231,78.79119481724692,Critical
23.969009305044175,33.30138473138256,91.1539105159688,304.2045181350037,223.6346530930749,308,74.09519601609145,Warning
53.8522716492931,14.754401772824979,89.63808328801109,654.3933648305748,33.20874441321886,89,38.437866516959545,Warning
61.27938404189403,75.34763663354654,71.00428941680207,487.50227862027987,328.2520163815389,379,36.345732106260826,Critical
9.412789208399785,20.91726982049807,72.4342636844472,366.303145262339,161.2071059530219,371,56.151707754700944,Warning
62.716760930636646,37.249761544477046,20.416453073635708,645.4418331834964,1178.1675462783592,109,76.53021662791046,Warning
21.199791750292697,57.92238170955076,96.81998215686096,947.522980551238,168.74693672082807,60,54.82507564163969,Warning
11.179901333601554,60.79749290017729,88.47094307891352,41.26974737462186,1086.3423559602543,169,75.06399803602963,Warning
95.14412603906666,64.05248772884224,89.81828560694717,918.8528558831043,578.4880346641239,91,74.92748858167889,Critical
96.73504314208314,24.96297973147306,71.42107388996801,609.0816550210135,110.06758461566396,239,83.39327735745613,Critical
81.79774807106381,44.17636643394839,46.89338043505385,807.3143007690524,1219.0950741473787,172,40.969136882230686,Warning
33.93830807147022,65.547480440527,89.7045946290575,383.8749534342776,869.44585535492,238,69.62773347124782,Warning
14.278850830606467,97.28369781704063,42.738320395793004,471.8429748376137,353.6422692953596,301,38.74982717439887,Warning
70.0021375186549,75.48680239297198,63.891500380691824,868.850751801164,1342.021761499002,141,45.556828416400265,Critical
46.81448690526212,93.0343381384562,27.779015842822826,414.8479698098231,67.88747080582719,262,54.530054171368555,Warning
16.593632310253987,78.59908524827594,91.91253915035452,534.659566749085,302.72941229664434,367,77.44335442576795,Critical
52.04180646057067,63.25452720031604,30.98009570615464,20.194923084332906,1128.0703917087915,251,93.43267850024489,Warning
8.266909505945748,27.282103222271008,37.541950846971766,158.5980058380423,1064.0668954648338,317,55.55124886315464,Normal
91.38543819748429,70.00170867032618,63.534464334000766,641.6865079747997,433.90754058671706,204,66.26866912416105,Critical
29.584098252001606,66.10416093639164,79.59925401661256,716.9769010638771,93.03731302917467,244,50.543335725346125,Warning
67.9396170136283,64.22222534115399,68.30940186303131,582.6009367844994,1287.1171083374156,77,75.52937723657688,Warning
34.61255222849404,54.080728118941664,38.10644519841218,143.31003627561068,470.54645710485386,243,56.99515207702679,Warning
54.406462011892025,57.579094359034805,20.073557317144246,445.4054285778348,293.5701223923978,272,63.895770406296656,Warning
56.937476537611566,40.09982744062937,79.05774526398025,355.0947663631898,774.0927335414656,156,69.06877255103772,Warning
22.561173274925068,56.73814233780728,96.8461714210653,495.66134403508835,1365.340798923671,198,76.1745397944366,Warning
97.11053963763307,27.780031511063044,83.17322338387505,870.3290345540943,65.31986676506301,184,38.603099677385195,Critical
78.63761821930588,82.46569576243391,55.896116216215994,775.8614386586519,1148.7061320463315,144,68.29406562719562,Critical
94.25239944859797,26.719925922883704,90.49384638913031,83.98950138915895,858.7098419080634,319,60.86984586886616,Critical
90.00859829062664,17.64696609005198,51.9681185032313,890.3091977745643,638.1736748277254,175,43.02590518878003,Warning
61.80049798705309,49.26214237214416,60.94485857099047,471.7671511498236,1116.12066615759,378,47.4822000998817,Critical
92.5780523271961,69.24766955554557,57.216121856863296,743.8621448859984,1448.7366366624485,367,88.03340546600825,Critical
13.406787694932353,49.39451424401872,54.914662067910946,140.03923126435214,343.80931674403655,61,87.30656054601421,Normal
23.618371929818792,34.90787187561777,80.46488000492465,670.7195257070481,215.47104760817942,343,36.999815265420494,Warning
9.296592446501116,60.235406550139665,61.08797476702038,236.32601760945792,1369.3226178340456,344,76.36408947417513,Warning
35.906381422510115,41.230210187097995,44.703935517966855,438.38089714093155,1003.4296161859555,391,68.25123878824125,Warning
41.924342520500794,93.95809211139698,40.13633707736131,16.862870082104408,656.9790323429489,53,91.38895058883492,Warning
30.778158018520113,93.03806256432149,22.944290723459805,151.61063793047603,859.8893553964247,353,89.48034266134495,Critical
83.73006336943328,55.21346379748859,65.48922262687759,92.08049312361976,1118.420857764366,365,69.77371477114173,Critical
38.89156603589098,39.50955946164326,37.93699040128067,239.74417293825846,1159.5478480585757,217,43.337295279110215,Warning
31.688778420301173,76.34191725609752,31.55444591727788,100.01809002432228,1379.8412712284469,57,62.58890142015801,Warning
56.5561279000336,13.304164913475997,70.99873717855886,691.9100266195619,640.264183343434,173,78.50986201574034,Warning
18.38780137260245,52.72921054392861,73.13432211008082,29.03990220921937,440.1163650290925,363,92.10419810539229,Warning
81.20871317163378,40.26910548433002,78.66808159609795,617.7405006249979,959.4964001847628,234,56.829764345154956,Critical
12.082311149578228,92.84822965922992,59.278997914410134,140.70783082557426,623.5918489192956,84,82.08028855721311,Warning
98.75425897704915,11.08027245454143,89.73625920590315,945.1614571778969,891.8976809234669,122,76.00044519690343,Warning
78.36325308318246,59.753338814651414,93.03473476506177,933.0940731098542,629.9786976839252,62,39.697566628535725,Critical
23.87798974574638,76.65972229599635,82.97493330381417,225.5031025209626,229.49368001726174,88,68.47861101717727,Warning
5.524601126742228,53.65161887716371,69.5762915966386,614.4212982230295,704.1401274884377,133,46.01053001236315,Normal
82.46883570320925,17.68627271464495,43.69023438011271,28.005319472458435,1036.3767329115492,70,76.01295753066587,Warning
72.15144766552362,97.5215251025112,96.66970388637725,931.7885430511741,1198.9257115014748,302,71.60509081643835,Critical
74.2556809638938,56.62093882384881,41.38262104097119,522.9873081917096,739.9894151948203,352,93.38288549802999,Critical
78.27068293516484,65.27676198871103,35.807239915253625,43.22315141777899,247.8568353156014,307,91.12295990748856,Critical
12.034241914738585,31.29488044367566,54.488020875353456,342.4999930081374,622.0315644741473,349,35.56237001593287,Warning
39.0542442117059,53.514827659612344,24.4335645155663,76.8494618612342,1179.4408932625474,79,39.80176581030198,Normal
16.00756065488732,48.623454276248964,96.32256824439968,392.9444393733599,619.2889059256092,177,81.14805868577368,Warning
86.99482545818138,16.740625780178537,65.89781740048113,669.9263421613231,1044.7961904063334,360,76.13858437856462,Critical
64.213322048618,19.55443181927205,63.44226314980567,469.8899080414396,760.8205225171347,89,83.05673591101349,Warning
36.43531236100167,85.37252676568971,71.15210983217816,383.7221747194545,361.83468766409504,146,51.008895360099416,Warning
11.038043277172246,31.58379569859312,58.76784452662212,119.15704554046481,1194.2257620346115,273,85.9593661257486,Warning
34.54332056298791,27.546244434876748,22.500954333374242,244.9390456936563,126.32018110603055,141,61.54516831928815,Normal
35.89241559254097,55.44203061251253,67.76028052955095,100.14328773835113,787.3354241327258,329,50.714509080466506,Warning
74.31258694211608,79.18724182262616,75.86156240260159,807.4987316566608,313.3365513651074,219,35.63646485509354,Critical
65.56795977874525,15.575186672108913,52.506426728676146,135.23982798472255,100.59844281206348,333,87.28184208917563,Warning
89.28521054475102,61.912712767443026,79.06905462155305,595.3733665488935,754.4009056248733,271,67.12063095441034,Critical
49.860417890385186,20.728939855651603,37.70610134839681,342.74041358884585,749.3432339023854,166,93.52292502511956,Warning
16.36145336413866,13.281494574305661,37.25957410316235,225.9783846551835,1060.3513525135813,297,77.88088337403556,Normal
72.75825478618452,14.746955694599565,32.59052503963077,639.4684394921037,1117.1260395778572,398,39.82502860938671,Warning
77.27457961860526,85.07476973875973,49.015591263554626,457.0023093769406,1091.687233039345,138,70.29147118412854,Critical
58.32133376910214,20.61752352652554,86.06693876034852,400.1454672845591,614.3380993751325,127,36.02747238940085,Warning
78.2418820956833,14.063622797106275,84.57714084762702,592.8520048922215,947.5346808398439,123,68.46691125277593,Warning
51.91058165461712,49.41098984286211,49.8602882211533,491.26762849000073,865.4178639659405,63,56.01209978594484,Warning
54.65961879128943,85.95941247478223,65.95126140645846,303.48420855156076,632.3426341753794,94,73.59775008312593,Warning
45.616396744062214,33.61675388403717,76.22367268504343,559.0612877652517,895.8190412789899,87,67.49445237477624,Warning
7.414817040689043,47.95413557733247,38.814128420985796,669.4985765506946,1420.8718150593938,294,50.6810194048693,Warning
15.249685564363922,13.59302793073761,33.11500469979027,26.69315858685428,289.340615522066,111,44.74103654634944,Normal
7.9857726402397535,50.417066272138825,95.82348747056025,465.8717289076754,1358.6581436782894,145,59.282689180504974,Warning
65.45898907005913,61.98517725734203,68.16947043035024,57.68328458354377,80.18327097479755,372,94.21017889097627,Critical
34.86381820225103,61.38163483769303,96.55042630302579,186.40541406811107,462.583819352491,301,61.1419184329563,Warning
53.31421566064677,39.918402295692864,46.34496699631387,560.508734077973,432.21787291729237,110,79.92722826933749,Warning
91.21881502297883,38.3979862596822,74.83647259798225,866.1889152655807,939.5476618213586,318,38.418411536322246,Critical
28.68276176914312,19.59612570429381,37.363083650216545,882.8056791884849,196.83742766593548,168,57.73194586504422,Normal
43.98637768838483,43.01184885816416,40.37361335936521,69.94401013863127,1323.5214177596306,136,69.81938223194022,Warning
76.77735816158962,18.95452019856682,59.92836545903067,419.10508628670664,1242.827112697562,132,80.07179079970894,Warning
26.735825721704135,78.99363502408464,44.930213789629555,583.0064830045512,978.0987295279167,129,66.7030194390236,Warning
12.313091433735334,96.96468679733673,33.07448197956559,147.0699045503434,687.6207476882967,277,65.91773274804687,Warning
32.526388026807965,97.30670110000362,40.50469475516743,765.4322167447717,1399.4340632131175,352,80.83441475583014,Critical
20.31602228913042,87.85639894378545,22.78837476833744,744.2352584372388,1246.119832080834,160,53.797263039134016,Warning
93.32127697254444,64.07129344056573,74.94504247524395,903.3410137067947,748.9727221218674,359,40.436631252283554,Critical
81.77143605861961,73.0779127519492,58.3850992526972,8.486012083443018,1052.8100316814669,120,55.82902826104434,Critical
65.17335686849023,35.66852224123727,27.350959179552998,216.68424398900265,850.3949282695269,377,44.53977412696608,Warning
87.78875606783318,66.76933781553586,33.39213146402231,827.1867142453218,881.9133575823968,74,92.956652248006,Critical
81.34884730541587,51.00845944958897,27.997693972786234,670.5800508269353,496.4641041562069,328,69.6506928486015,Critical
22.724155594173403,53.38156057992393,67.78223904551837,894.3898536984908,693.1269069373451,251,61.796025879657115,Warning
89.79310485654788,78.19989043376421,27.348408361774517,57.17965453026652,117.18214618461631,274,89.72311268939404,Critical
56.23751298198682,35.37265200375265,78.83402197674685,596.9639657164429,536.0230374968887,316,89.0216832420262,Warning
81.70681474058594,38.62356505250679,21.599851706990513,569.0465748936741,1043.742773043228,332,59.94183674445258,Critical
90.12867349273186,93.2177612015773,39.45131146367959,35.67441636053237,1429.8240457592794,166,87.48364173498862,Critical
35.210330122327065,15.060186536587501,89.47200071956875,513.5220769124835,1444.5961691445304,116,38.84155598858074,Normal
15.454932830129293,53.707086857200636,76.04544281353519,609.5203113099242,833.5843036873375,96,88.1431487199528,Warning
26.65384044148446,92.15207203670755,25.691529968203643,191.29317420210722,909.9333777143731,290,53.6350117133259,Warning
45.57523991949435,64.93267070363413,84.04783614984402,273.3295831246629,278.5817782514512,227,68.90733706043727,Warning
82.71140276263685,59.176636679091885,58.45673948013597,640.3473462977371,1042.9621621402962,57,51.18131499634346,Warning
86.76940540935263,32.47697613064197,86.04907611916869,468.3009475999583,105.98818901157937,232,94.08797343016036,Critical
5.660452400463117,40.89479401580034,66.85770240713069,858.0136575683268,427.02852869916677,126,39.30679900017681,Normal
53.52099374486875,86.68435742242237,73.18297649856298,342.38176600918837,1002.5450209281634,116,61.817317206839064,Critical
44.654045299134005,60.32963185916123,97.49312171086524,266.65965838820114,465.4651973152339,197,72.25928929001368,Warning
26.100241994719372,56.32679743811019,38.12217258207342,984.8659403448428,74.77031117168148,222,71.93673514023743,Warning
16.387209896699865,18.962174218602602,68.6677548313883,911.1357701300834,1247.8056140264457,84,79.32550338589063,Normal
37.07344128334466,11.442534080961082,55.90506842447707,28.99274499897986,465.4950107018446,126,78.46491957932258,Normal
94.57642187168932,96.73166698183442,23.077252327969934,770.7286153065659,94.65783728801763,329,82.58856231201821,Critical
35.704278541971746,43.92875505581575,21.128710037223474,110.33477382520296,112.18224675429778,234,49.057244569381496,Warning
54.28510906561978,64.28917558895539,29.299829069792978,27.48519482937095,377.63819818313044,104,57.230389604113675,Warning
71.7868010950419,17.174356586855648,70.62915576200675,273.69551596634886,267.0239208322894,143,57.92198695881636,Warning
39.54481222603293,71.48028571507419,64.23872085724459,269.3458790611043,1161.4501766702263,193,92.35037965460852,Warning
97.31929785849127,93.93100378353648,63.16750577077074,819.3187623469646,482.52607000055167,296,59.55871142511249,Critical
96.43249301950057,61.80987276976777,22.484827477204288,710.6672459428352,1207.0436775597489,249,48.312152642280616,Critical
28.919318103409594,21.350379013786952,56.60563371608055,981.6094273320143,260.76899673472917,285,72.94066558350504,Warning
52.23860805977662,62.3549374726129,92.12057979171722,711.5129003118185,739.3187693161257,363,60.636014889513696,Critical
33.58343943259312,78.97124917941872,51.012165806230435,418.2555532560479,1032.055700329693,369,50.0048037869449,Critical
32.05984696585942,46.57748829166168,68.7439526434996,698.9276609452169,977.9862807987823,269,77.90812846749206,Warning
8.504259998680615,89.1853973147321,80.8258566986052,999.4590671864021,901.6941148954031,381,46.515517198863705,Critical
62.9086117280902,68.38146580216281,81.14617177306724,710.141882562528,1387.2324028967546,265,73.00124243956091,Critical
52.75450720674184,90.93240264602822,60.50384642683117,761.6813559803182,342.78772156011655,98,60.831842584224624,Warning
9.890481368748988,66.11547801226035,86.92025174138223,938.3650151902594,740.5788066931581,334,54.15002985984033,Warning
31.471414102478086,21.81591748043418,50.52749128237226,113.65126131168336,1325.9888251086131,167,91.75893604923807,Warning
91.2852591668321,37.87225399946702,89.31807075321427,704.7842934477269,116.84064839273556,131,54.464450468886795,Critical
27.75837961336238,28.161545342721123,38.737718978852534,850.805957967449,83.83240237961287,312,55.850442448998095,Warning
18.765012848666196,91.79438479451761,41.85687974526454,954.3786002208931,349.9534313374371,126,87.23830184799026,Warning
51.49801222636849,78.43600605587343,24.143408687522086,210.96928971169936,949.5318293070277,260,42.742601772529596,Warning
98.63679314050707,70.87585320190054,82.05538325029806,503.92900772424423,389.81943967471034,171,41.48412497876366,Critical
27.99525079359254,37.08696876684595,52.53030842615104,680.5548476444818,285.35982571319846,374,51.96246704507015,Warning
68.85287700355846,26.564029484519217,37.871095885089126,247.46772950133743,688.2034730374381,139,70.49815539646758,Warning
77.35386345622817,78.08059791900206,38.079641654093216,600.472863250274,920.3971031541172,307,58.05800960660828,Critical
27.57556667927797,52.67421512911717,90.30919541588018,257.5787824979994,372.8365605251106,210,71.5132688501405,Warning
74.18055311812665,30.32105969355662,85.04549483596088,333.4570205316473,451.0367800856131,225,44.58503786266608,Warning
39.93939760832906,65.49597803487475,63.1754090578603,441.5186965108651,920.3389572172708,342,50.687050926040826,Warning
65.06905390639005,13.630046692460677,68.05664243242624,529.190098746567,1418.607632984179,138,68.9097400287483,Warning
65.18532252228499,39.35532287154282,56.997394502922695,449.36587162515065,1012.1125911571323,176,48.028952135523944,Warning
55.89859498710206,52.17012951320212,50.54999034454709,493.1955197879292,1174.3562153768398,335,60.368277829426695,Warning
13.577528155168789,23.316250069846525,91.40719673502986,298.58875628829264,550.2151421332031,346,69.35887261950138,Warning
84.35373708097761,98.61890298317556,29.797790874583562,158.96509402263058,408.3815390766991,309,93.41905413685487,Critical
35.474106172314904,28.818762813065284,52.63884959786578,47.34997732683943,681.4016148039339,388,39.793199472655594,Warning
22.719258487986153,21.731781703893898,46.87582882305428,195.9787224916677,1210.6992430675105,293,62.624838714254295,Warning
8.873638447702572,28.318138649820675,58.85575617958958,581.943641505783,684.4494626858337,160,58.77625764452785,Normal
61.134829602882974,79.21550198437518,55.695286214523655,786.1154478031324,1270.0881131847916,73,84.45447496707068,Critical
69.36861437501683,48.295509334465855,60.47338346878435,169.24759744289452,1483.1579710426906,99,89.01782714170605,Warning
6.575843748146334,60.88743457772842,30.91368022370554,108.55535777264846,108.0399985955045,86,89.4207901118819,Normal
53.64884053843169,11.890824128772467,60.02503711803561,749.2903605492503,68.11523412555553,230,57.50835878249563,Warning
26.517098643804104,13.09881777159831,38.90866748320245,305.1583305372897,224.38455437004274,302,53.27930881372892,Normal
66.29141508889774,50.124299484431454,34.37784522107892,951.4994392273525,576.5545136015194,74,61.94823502730508,Warning
21.564810755474188,83.49897188814612,25.057069065322914,714.3179706103731,196.5633137181486,398,55.63917835830818,Warning
70.63908511973426,89.67149908368087,79.48689958297899,326.7560472430309,1305.996716428134,174,78.13105883409162,Critical
41.73985789855105,17.80359108360762,53.34046982681168,289.5427477937049,34.719376540595704,80,47.814262917774954,Normal
93.98934892998977,58.45267918909205,68.87820729831715,523.698386271309,473.68907450373376,286,74.52104504443287,Critical
18.06448969386936,92.19067176513434,76.75228077776998,79.14466827820942,277.041944241308,276,90.61925198627006,Warning
37.40130334977456,44.917547895809776,72.98669989445717,117.676512645299,1397.3089952362984,397,51.7948141817666,Warning
15.779984517855961,84.66092482855318,56.69905608899522,175.8578813161925,1004.2215073350419,87,75.61343699532947,Warning
92.84589373646347,22.03260889594926,50.256085258234926,774.7235933045602,1368.0453846770617,107,43.6136672934427,Warning
88.3472385711932,94.18550407010189,49.32487295197177,513.8573592691224,1458.49306546559,285,42.28303652583555,Critical
29.504454632939783,77.62809857781724,69.92380616054439,10.56712277444294,745.6473655160538,230,41.93866868389196,Warning
67.69848437324701,94.72009535082115,58.593959685466125,673.516527472109,351.47866207203936,163,43.31169019072093,Critical
82.63610901911551,70.89555101972559,86.23231534310383,423.69017866049705,290.59317929488395,355,47.96989221856652,Critical
57.744077101948925,42.70635387994843,88.22675477748355,510.8523649637979,334.37829252876077,181,68.76982973610765,Warning
55.316804943820614,94.43630552722502,33.30370948450844,214.11624341293555,1062.8899614330044,397,81.01913891693225,Critical
27.97596763554291,34.80100986782606,30.6262248205666,551.7822283941036,60.6685921845011,229,42.61142142265495,Normal
13.844762941560425,39.895526985555925,69.17127223080796,979.1532397514886,77.0416095490723,127,87.20089643544348,Normal
90.23549700556605,73.07275762015662,43.49560834885779,73.44469100576146,912.2144135747251,269,85.56297706581356,Critical
90.5397154305164,78.87846695728476,21.44851606367771,283.91739966443066,963.0857201061099,191,78.64328159017349,Critical
65.14463844096045,93.64631354642384,89.3141282103105,242.99759286082977,997.89438648369,92,60.557947967688385,Critical
37.20783014962657,28.432216815058855,37.69825984501704,248.54931075117958,557.8207568828868,167,35.09343408953155,Normal
38.17490958820279,81.81982316973016,92.48389083149311,378.7063575653773,1208.9173330712297,108,79.0858964780178,Warning
73.96578949267274,76.46914480572671,75.95988716850378,818.1097847441675,800.4368815899264,110,87.73916868058636,Critical
90.22547469549482,15.741510062823808,79.48697221309577,912.8586899643874,158.19844501412916,90,55.11718257031172,Warning
89.27321030518614,44.85008270891863,35.71399667186651,202.21508745897333,1195.6489606010177,323,78.07925367326712,Critical
79.08817685647426,35.44889113540887,38.26716519811141,542.9499379481127,1429.6016794056875,237,38.7228568616769,Warning
65.99300638465733,37.404138191862735,60.65888479827713,636.8989721654804,90.05446950353802,384,77.56969228829857,Critical
12.993296674529638,98.46521915992308,33.42378850668925,521.8274743638449,587.0270080508699,236,39.09851125093358,Warning
20.354727838988307,67.84996721319351,43.823672029276516,434.0763941969196,731.2740672521214,277,70.23118015332092,Warning
90.36264791007252,74.59085420141496,45.07407327992875,191.97550585923784,219.7061401174754,213,70.85319715371762,Critical
62.61076066766104,97.89558735835082,32.451134793715596,488.2193591992385,1301.5634216743156,335,53.12939326542917,Critical
5.873719903579817,43.94816042118748,36.00426100482254,401.2148277113289,426.22446733506604,151,39.74736362460389,Normal
14.63979657227305,82.16561516075254,81.50704367664402,795.5633625022697,1174.5128099072401,316,91.96008648274623,Critical
68.0326680652653,49.107786697404585,33.04127665468693,763.6043591629951,1006.4917230424741,173,67.13464424099679,Warning
5.480850465390775,88.25803046334818,22.219676563825953,133.99868120567072,897.0687337005352,202,69.78548750743175,Warning
20.276764884662374,26.259178718017285,69.08968552505719,88.51905256306758,288.2142730448316,228,71.90125334182842,Normal
57.129709989825685,95.29175593578516,96.12668331261109,908.153943227503,331.05528082635857,115,88.4628756155693,Critical
70.73004378080586,29.68945375697917,45.834677540603465,535.5083889644977,71.02260711985397,148,38.61533867280546,Warning
66.93631965274704,39.359845628283836,29.25514484930768,857.8009372825907,361.06864467339955,73,88.59726607115196,Warning
26.30558439875318,78.05730106961025,64.4902113786674,58.15112056640115,518.1654141907711,382,49.38059051667645,Warning
72.6570260280159,45.437962740886604,90.6956284654604,526.5156165216302,1249.717955793638,298,39.67701497578085,Critical
27.538663312196007,64.7390239089802,81.15681882662135,539.4265145762364,549.5890000722079,214,74.43595112787989,Warning
35.912971325130435,50.01161509624856,68.55623773619185,860.7020325421499,1131.9326741484097,143,93.61853865540101,Warning
75.91668348621229,76.81329433808037,44.57440673539275,97.6099982297075,659.1634219432314,392,38.43452397839575,Critical
66.7151254094854,30.549812713174976,62.26665351554516,240.4455636759093,1177.3024679908326,173,60.567309082241955,Warning
85.6762239969469,15.261218851318931,27.11709762173192,406.5383138870131,1464.4074006555597,351,66.78707152062714,Warning
67.47322476853262,36.99364577257596,72.95774309389226,865.8414754199422,359.76233708637017,205,50.12713784620941,Warning
58.9893173168698,52.687779838158725,76.55748947401676,938.8833150705669,1293.5124179458141,398,93.97232894917808,Critical
13.899102943668785,25.121804697341073,95.27246658697366,992.724619593628,932.736129458662,298,73.45779287622965,Warning
39.93300129064618,41.93175606907498,40.31099398211559,959.1934864585215,1225.9413923829823,320,85.66104037080268,Warning
30.19422492976392,45.998471646421166,21.439600685355767,5.941755844354413,977.3788534017078,107,59.94666091830282,Normal
28.17901612101294,15.165265931944619,62.55746022531775,47.70834145387204,635.9242609112252,244,56.23735322868907,Normal
97.43600270148232,62.49765233657841,75.12965934295153,147.60681915758866,342.11240916268554,250,68.18947369286553,Critical
42.34428384334224,89.59090851741587,81.65178311887307,348.8620967702731,105.05283799674753,121,61.116706557598384,Warning
89.74442274182576,23.65686216577472,35.111636775935224,829.9180309869587,803.2775466910755,296,77.89688330820766,Critical
64.95816946973997,63.80272120613626,40.41672378488784,892.6561953354804,1485.4891417902984,147,50.94908541270768,Warning
80.5070738364566,69.82652844197617,59.982092170849114,186.83440629458303,1107.0627075213094,378,61.97546186554398,Critical
52.75052384499325,47.74012123773595,45.786863177660145,619.6641516197087,491.0183120985249,130,88.70796483764359,Warning
59.80586903950412,73.0987828627843,87.11989595382072,917.3619850652766,1240.807200130103,114,80.36647402059977,Critical
51.78918091279207,46.96583891419108,56.95329199162018,463.73173593132077,1153.4760002646099,54,45.08420990107366,Warning
23.54808384081423,55.41735591796914,82.36713423995623,103.54357195278396,422.45369003018516,333,88.21188976349585,Warning
73.632950949843,10.661774009898428,65.28834131762359,457.81365008462495,21.461234691352026,343,70.34099542671129,Warning
31.6733744318813,72.25481027212199,80.30103104613474,375.79490228805724,177.2439578009244,130,75.757230996349,Warning
7.310016810988115,69.5208411050252,45.94849294936526,577.657996066007,1315.9592854680864,136,52.65539395095596,Warning
66.31986811118094,13.45607895937101,84.85049651056427,438.65868440710364,1254.8445529573075,342,61.49265581813945,Warning
21.825514543669648,43.14250966556198,41.416640612979684,17.34592685371794,442.8135013175437,330,83.40874873437505,Warning
94.34356551352685,98.11286567125006,62.59570702425668,993.9977334136712,427.7931394266306,246,54.840573125790925,Critical
95.6232148152458,47.86629063117551,36.69255482756219,543.5402377305709,1189.2974806537068,301,44.903696930611595,Critical
91.91211707094261,55.17508646186575,57.09106868684308,473.63075548460955,1406.6062048431331,132,57.69829477900883,Critical
40.16507652426722,91.89371423437467,44.817666341678844,954.6173715040541,1168.7058851964,76,39.15312004456329,Warning
6.468378570242406,74.55356882791807,40.802867589702714,155.86036758707712,908.3680155461423,382,78.07138750909594,Warning
93.1902634458339,62.38631180118012,95.42483140618693,189.23760254524825,364.0070254977068,231,43.86475452645187,Critical
45.67749409014486,81.80242132069652,32.48578022796499,808.0147490627835,788.621871142891,184,52.10755442365068,Warning
96.83220780914861,87.79296398103759,81.41141532167683,260.83108002500876,350.2677878898969,139,87.86486033323352,Critical
96.54389782347901,51.119926456354015,96.76486683969077,799.227106291527,1212.0171301451605,255,67.42985947740627,Critical
86.03589826939921,52.759752843865186,21.552315731726072,271.53348290850255,580.4416192766059,76,54.28030643578854,Warning
32.97264474661064,44.74458420866522,74.52413829528341,33.187630225001485,1250.5458254910393,108,67.86001340089315,Warning
41.5842842171829,97.00355260166145,39.727120833390394,517.014723886716,572.4138269740879,121,48.096659577913364,Warning
85.8579837941014,72.74496288613153,23.158050297607748,196.68643412686137,1236.224107799837,276,36.51038778233661,Critical
35.10759048984638,17.490075958726507,51.425387158617205,757.8462929324711,499.97672274786294,140,71.22394873782818,Normal
21.101810935178786,87.66636609817166,92.94698919332825,641.1996332321481,660.1990569265048,117,77.84755596708375,Warning
57.89611993354327,53.250394675264126,20.91767736062582,923.6026679779178,923.2326290139863,309,87.78690592675878,Warning
